Empregados - admissões - Novo Caged sem ajuste
AL;2708105;Santana do Mundaú;3;3;1;0;0;0;0;0;0;0;4;2;
AL;2708204;São Brás;1;1;0;0;0;0;0;0;0;0;0;0;
AL;2708303;São José da Laje;14;3;7;397;503;72;92;76;2228;458;167;63;
AL;2708402;São José da Tapera;81;76;22;6;1;7;6;9;8;15;10;8;
AL;2708501;São Luís do Quitunde;252;24;19;10;0;6;24;1515;744;158;91;220;
AL;2708600;São Miguel dos Campos;111;150;112;49;117;666;471;348;2124;332;216;251;
AL;2708709;São Miguel dos Milagres;42;26;11;3;4;1;0;9;21;31;26;40;
AL;2708808;São Sebastião;15;29;31;44;32;17;11;15;25;16;23;17;
AL;2708907;Satuba;25;14;13;3;8;10;13;5;14;16;16;20;
AL;2708956;Senador Rui Palmeira;3;1;0;0;1;2;1;2;3;4;2;0;
AL;2709004;Tanque d'Arca;0;0;0;0;0;0;6;0;0;0;0;2;
AL;2709103;Taquarana;7;5;8;7;1;0;4;7;8;3;4;1;
AL;2709152;Teotônio Vilela;54;37;27;66;55;133;145;152;484;155;71;109;
AL;2709202;Traipu;1;1;1;1;13;4;1;0;0;1;0;0;
AL;2709301;União dos Palmares;47;54;52;9;25;42;90;62;90;74;84;37;
AL;2709400;Viçosa;7;17;15;4;4;9;12;7;10;8;8;14;
AM;1300029;Alvarães;0;1;1;0;0;0;0;0;1;0;1;2;
AM;1300060;Amaturá;0;0;0;0;0;0;0;0;0;0;1;3;
AM;1300086;Anamã;0;0;3;0;0;0;0;0;0;0;0;0;
AM;1300102;Anori;5;0;0;2;0;0;0;0;0;0;0;2;
AM;1300144;Apuí;12;18;18;11;4;4;15;12;15;6;9;2;
AM;1300201;Atalaia do Norte;0;0;14;0;0;1;0;0;1;2;0;0;
AM;1300300;Autazes;13;15;16;4;5;20;4;15;16;21;6;20;
AM;1300409;Barcelos;5;2;1;0;0;6;6;2;6;3;1;5;
AM;1300508;Barreirinha;12;0;13;2;0;0;3;0;2;5;3;2;
AM;1300607;Benjamin Constant;1;1;0;0;0;3;3;1;0;7;6;16;
AM;1300631;Beruri;0;0;0;0;0;0;0;0;0;0;0;0;
AM;1300680;Boa Vista do Ramos;0;1;0;0;0;0;0;0;0;0;0;0;
AM;1300706;Boca do Acre;25;21;7;5;8;11;41;13;3;20;27;22;
AM;1300805;Borba;4;5;4;0;2;2;0;3;4;3;5;0;
AM;1300839;Caapiranga;0;0;0;0;0;0;0;0;0;0;0;0;
AM;1300904;Canutama;0;1;0;0;0;0;0;0;0;0;0;1;
AM;1301001;Carauari;0;0;1;2;0;0;0;3;2;0;0;4;
AM;1301100;Careiro;7;6;0;1;1;3;1;1;4;7;1;1;
AM;1301159;Careiro da Várzea;1;0;0;0;0;0;1;1;0;0;0;2;
AM;1301209;Coari;17;10;21;10;5;12;10;15;27;35;21;9;
AM;1301308;Codajás;1;3;0;0;0;4;0;21;17;10;4;7;
AM;1301407;Eirunepé;23;4;13;2;1;4;9;2;0;2;3;1;
AM;1301506;Envira;2;0;1;0;1;0;0;0;2;0;1;0;
AM;1301605;Fonte Boa;0;1;4;1;3;0;1;0;0;1;0;1;
AM;1301654;Guajará;0;0;0;0;0;0;3;28;1;0;0;1;
AM;1301704;Humaitá;76;128;64;27;62;110;165;84;58;77;50;41;
AM;1301803;Ipixuna;0;0;0;3;0;1;0;2;3;0;1;2;
AM;1301852;Iranduba;30;38;55;55;75;76;64;175;81;119;58;35;
AM;1301902;Itacoatiara;157;121;94;50;59;103;85;127;189;148;164;50;
AM;1301951;Itamarati;0;0;0;0;0;0;16;0;0;0;1;7;
AM;1302009;Itapiranga;0;0;2;2;0;3;13;22;17;2;9;5;
AM;1302108;Japurá;3;0;0;0;0;0;0;0;0;0;0;0;
AM;1302207;Juruá;1;2;2;1;1;2;0;2;3;3;8;3;
AM;1302306;Jutaí;0;1;0;1;0;0;6;0;0;0;0;1;
AM;1302405;Lábrea;0;11;0;3;2;3;5;0;17;4;5;1;
AM;1302504;Manacapuru;78;98;112;19;32;82;101;72;77;76;81;46;
AM;1302553;Manaquiri;0;9;1;0;0;1;0;0;1;0;0;2;
AM;1302603;Manaus;11806;11293;10134;5374;5148;7237;11094;14689;14563;15135;14730;10808;
AM;1302702;Manicoré;20;16;11;9;7;15;8;10;16;17;29;6;
AM;1302801;Maraã;2;4;1;0;0;0;22;0;2;3;0;0;
AM;1302900;Maués;28;13;20;34;1;5;33;32;14;14;14;59;
AM;1303007;Nhamundá;1;1;1;1;0;1;4;3;4;2;0;0;
AM;1303106;Nova Olinda do Norte;19;8;23;0;3;3;3;7;4;6;9;8;
AM;1303205;Novo Airão;5;5;4;1;4;1;58;10;4;8;6;3;
AM;1303304;Novo Aripuanã;2;2;2;1;4;1;3;0;3;4;0;1;
AM;1303403;Parintins;89;69;60;18;24;31;36;99;78;112;89;60;
AM;1303502;Pauini;0;0;0;0;0;0;0;0;0;0;0;0;
AM;1303536;Presidente Figueiredo;121;93;51;14;17;29;287;63;79;35;24;23;
AM;1303569;Rio Preto da Eva;11;19;31;7;7;15;17;11;21;21;40;19;
AM;1303601;Santa Isabel do Rio Negro;0;0;0;0;0;0;0;0;0;0;0;0;
AM;1303700;Santo Antônio do Içá;1;1;0;0;0;1;2;6;0;0;6;1;
AM;1303809;São Gabriel da Cachoeira;19;12;54;24;13;1;4;4;2;8;3;3;
AM;1303908;São Paulo de Olivença;3;2;3;0;1;2;4;9;1;1;0;2;
AM;1303957;São Sebastião do Uatumã;7;2;0;0;1;1;0;3;3;0;0;1;
AM;1304005;Silves;0;3;1;1;1;4;3;4;6;25;0;4;
AM;1304062;Tabatinga;39;21;38;13;1;16;16;41;29;22;23;19;
AM;1304104;Tapauá;0;0;0;0;0;0;1;4;0;0;0;0;
AM;1304203;Tefé;31;55;38;11;6;39;40;21;67;49;28;25;
AM;1304237;Tonantins;3;4;0;0;0;0;0;0;0;0;0;0;
AM;1304260;Uarini;1;3;0;0;0;0;10;1;1;0;0;3;
AM;1304302;Urucará;0;0;1;0;0;0;0;0;0;0;0;0;
AM;1304401;Urucurituba;0;0;0;0;1;0;0;0;0;0;0;2;
AP;1600055;Serra do Navio;1;3;0;1;1;0;0;1;1;0;0;4;
AP;1600105;Amapá;2;1;0;1;0;1;3;3;1;0;4;0;
AP;1600154;Pedra Branca do Amaparí;15;24;8;0;7;8;12;66;25;35;24;36;
AP;1600204;Calçoene;0;3;0;0;0;1;1;1;3;2;1;0;
AP;1600212;Cutias;1;0;0;2;1;0;0;0;0;0;0;0;
AP;1600238;Ferreira Gomes;1;3;2;4;0;3;2;3;4;1;0;1;
AP;1600253;Itaubal;0;0;0;0;0;0;0;0;0;0;0;0;
AP;1600279;Laranjal do Jari;6;25;11;2;9;10;18;11;17;12;12;14;
AP;1600303;Macapá;1395;1394;1106;354;636;776;1271;1448;1382;1791;1091;1564;
AP;1600402;Mazagão;11;36;5;21;9;1;12;17;16;5;6;2;
AP;1600501;Oiapoque;23;7;5;1;3;2;1;4;10;9;8;5;
AP;1600535;Porto Grande;50;37;19;20;9;5;27;13;16;5;5;58;
AP;1600550;Pracuúba;1;0;0;0;2;0;0;0;1;0;0;0;
AP;1600600;Santana;184;209;159;129;132;216;106;216;211;197;142;163;
AP;1600709;Tartarugalzinho;24;6;1;0;0;0;3;1;3;11;3;0;
