municipio,participacao
Cunhataí,0.00074
Curitibanos,0.02081
Descanso,0.00332
Dionísio Cerqueira,0.00706
Dona Emma,0.00184
Doutor Pedrinho,0.00195
Entre Rios,0.00068
Ermo,0.00196
Erval Velho,0.00203
Faxinal dos Guedes,0.00841
Flor do Sertão,0.00071
Florianópolis,0.26137
Formosa do Sul,0.00087
Forquilhinha,0.01359
Fraiburgo,0.01413
Frei Rogério,0.00113
Galvão,0.00111
Garopaba,0.00858
Garuva,0.02256
Gaspar,0.04612
Governador Celso Ramos,0.00499
Grão-Pará,0.00365
Gravatal,0.0043
Guabiruba,0.01401
Guaraciaba,0.00504
Guaramirim,0.0279
Guarujá do Sul,0.00225
Guatambú,0.00394
Herval d'Oeste,0.00692
Ibiam,0.00084
Ibicaré,0.00161
Ibirama,0.00665
Içara,0.03907
Ilhota,0.01348
Imaruí,0.0028
Imbituba,0.02777
Imbuia,0.00289
Indaial,0.04078
Iomerê,0.00253
Ipira,0.00119
Iporã do Oeste,0.00423
Ipuaçu,0.00357
Ipumirim,0.00517
Iraceminha,0.00148
Irani,0.00314
Irati,0.00063
Irineópolis,0.00509
Itá,0.00449
Itaiópolis,0.01162
Itajaí,0.52989
Itapema,0.03205
Itapiranga,0.01181
Itapoá,0.01874
Ituporanga,0.01553
Jaborá,0.00201
Jacinto Machado,0.00588
Jaguaruna,0.00945
Jaraguá do Sul,0.13373
Jardinópolis,0.00075
Joaçaba,0.02642
Joinville,0.5001
José Boiteux,0.00145
Jupiá,0.00098
Lacerdópolis,0.00153
Lages,0.07297
Laguna,0.01213
Lajeado Grande,0.00066
Laurentino,0.00494
Lauro Müller,0.00465
Lebon Régis,0.00462
Leoberto Leal,0.00133
Lindóia do Sul,0.00169
Lontras,0.00517
Luiz Alves,0.0088
Luzerna,0.00325
Macieira,0.00066
Mafra,0.02763
Major Gercino,0.00069
Major Vieira,0.00333
Maracajá,0.00303
Maravilha,0.01991
Marema,0.00109
Massaranduba,0.00834
Matos Costa,0.00069
Meleiro,0.00378
Mirim Doce,0.00099
Modelo,0.00189
Mondaí,0.01208
Monte Carlo,0.00259
Monte Castelo,0.00263
Morro da Fumaça,0.01023
Morro Grande,0.00161
Navegantes,0.06816
Nova Erechim,0.00274
Nova Itaberaba,0.0021
Nova Trento,0.00767
Nova Veneza,0.01192
Novo Horizonte,0.00133
Orleans,0.01318
Otacílio Costa,0.01107
Ouro,0.0028
Ouro Verde,0.00152
Paial,0.00065
Painel,0.00094
Palhoça,0.09108
Palma Sola,0.00369
Palmeira,0.00208
Palmitos,0.01014
Papanduva,0.00947
Paraíso,0.00159
Passo de Torres,0.00263
Passos Maia,0.00194
Paulo Lopes,0.00277
Pedras Grandes,0.0027
Penha,0.0115
Peritiba,0.00134
Pescaria Brava,0.00133
Petrolândia,0.00248
Balneário Piçarras,0.0168
Pinhalzinho,0.0168
Pinheiro Preto,0.00252
Piratuba,0.00889
Planalto Alegre,0.00157
Pomerode,0.03114
Ponte Alta,0.00195
Ponte Alta do Norte,0.00185
Ponte Serrada,0.00323
Porto Belo,0.01633
Porto União,0.01276
Pouso Redondo,0.00798
Praia Grande,0.00248
Presidente Castello Branco,0.00084
Presidente Getúlio,0.01093
Presidente Nereu,0.0007
Princesa,0.00151
Quilombo,0.00513
Rancho Queimado,0.00184
Rio das Antas,0.0032
Rio do Campo,0.00236
Rio do Oeste,0.00306
Rio dos Cedros,0.00527
Rio do Sul,0.04094
Rio Fortuna,0.00336
Rio Negrinho,0.01791
Rio Rufino,0.00078
Riqueza,0.00164
Rodeio,0.00433
Romelândia,0.00124
Salete,0.00353
Saltinho,0.00104
Salto Veloso,0.00296
Sangão,0.00518
Santa Cecília,0.00735
Santa Helena,0.00115
Santa Rosa de Lima,0.00081
Santa Rosa do Sul,0.00221
Santa Terezinha,0.00298
Santa Terezinha do Progresso,0.00072
Santiago do Sul,0.00054
Santo Amaro da Imperatriz,0.01394
São Bernardino,0.00098
São Bento do Sul,0.05212
São Bonifácio,0.00125
São Carlos,0.00578
São Cristóvão do Sul,0.00244
São Domingos,0.00499
São Francisco do Sul,0.0945
São João do Oeste,0.00392
São João Batista,0.01143
São João do Itaperiú,0.00375
São João do Sul,0.00314
São Joaquim,0.01257
São José,0.15355
São José do Cedro,0.0063
São José do Cerrito,0.00354
São Lourenço do Oeste,0.01542
São Ludgero,0.01031
São Martinho,0.00121
São Miguel da Boa Vista,0.00056
São Miguel do Oeste,0.02412
São Pedro de Alcântara,0.00112
Saudades,0.00585
Schroeder,0.00843
Seara,0.01308
Serra Alta,0.00131
Siderópolis,0.00754
Sombrio,0.0101
Sul Brasil,0.00093
Taió,0.00937
Tangará,0.00667
Tigrinhos,0.00073
Tijucas,0.02705
Timbé do Sul,0.00172
Timbó,0.02812
Timbó Grande,0.00337
Três Barras,0.0169
Treviso,0.00258
Treze de Maio,0.00222
Treze Tílias,0.0092
Trombudo Central,0.00486
Tubarão,0.05345
Tunápolis,0.00202
Turvo,0.00819
União do Oeste,0.00094
Urubici,0.00395
Urupema,0.00098
Urussanga,0.01206
Vargeão,0.00223
Vargem,0.00129
Vargem Bonita,0.00599
Vidal Ramos,0.00394
Videira,0.03835
Vitor Meireles,0.00158
Witmarsum,0.00194
Xanxerê,0.0297
Xavantina,0.00235
Xaxim,0.01654
Zortéa,0.00115
Balneário Rincão,0.00327
Aceguá,0.00508
Água Santa,0.00607
Agudo,0.00741
Ajuricaba,0.00578
Alecrim,0.0018
Alegrete,0.03417
Alegria,0.00174
Almirante Tamandaré do Sul,0.00307
Alpestre,0.00218
Alto Alegre,0.00118
Alto Feliz,0.00179
Alvorada,0.03664
Amaral Ferrador,0.00164
Ametista do Sul,0.00197
André da Rocha,0.00214
Anta Gorda,0.00358
Antônio Prado,0.00885
Arambaré,0.00316
Araricá,0.00262
Aratiba,0.01051
Arroio do Meio,0.01705
Arroio do Sal,0.00317
Arroio do Padre,0.00085
Arroio dos Ratos,0.00397
Arroio do Tigre,0.00476
Arroio Grande,0.01256
Arvorezinha,0.00373
Augusto Pestana,0.00559
Áurea,0.00181
Bagé,0.04159
Balneário Pinhal,0.00346
Barão,0.00342
Barão de Cotegipe,0.00379
Barão do Triunfo,0.00158
Barracão,0.00352
Barra do Guarita,0.00063
Barra do Quaraí,0.00429
Barra do Ribeiro,0.00561
Barra do Rio Azul,0.0009
Barra Funda,0.00183
Barros Cassal,0.00271
Benjamin Constant do Sul,0.00055
Bento Gonçalves,0.0832
Boa Vista das Missões,0.00265
Boa Vista do Buricá,0.00363
Boa Vista do Cadeado,0.0052
Boa Vista do Incra,0.00426
Boa Vista do Sul,0.00133
Bom Jesus,0.00681
Bom Princípio,0.01006
Bom Progresso,0.00096
Bom Retiro do Sul,0.00447
Boqueirão do Leão,0.00167
Bossoroca,0.00544
Bozano,0.00252
Braga,0.00145
Brochier,0.00131
Butiá,0.00603
Caçapava do Sul,0.01246
Cacequi,0.00691
Cachoeira do Sul,0.03931
Cachoeirinha,0.07166
Cacique Doble,0.00188
Caibaté,0.00294
Caiçara,0.0017
Camaquã,0.03022
Camargo,0.00578
Cambará do Sul,0.00269
Campestre da Serra,0.00227
Campina das Missões,0.00265
Campinas do Sul,0.00443
Campo Bom,0.03995
Campo Novo,0.00361
Campos Borges,0.00166
Candelária,0.01196
Cândido Godói,0.00398
Candiota,0.03045
Canela,0.0177
Canguçu,0.01842
Canoas,0.24406
Canudos do Vale,0.00075
Capão Bonito do Sul,0.0038
Capão da Canoa,0.02182
Capão do Cipó,0.00716
Capão do Leão,0.00921
Capivari do Sul,0.00429
Capela de Santana,0.00331
Capitão,0.00106
Carazinho,0.04269
Caraá,0.00184
Carlos Barbosa,0.03916
Carlos Gomes,0.00078
Casca,0.00797
Caseiros,0.00221
Catuípe,0.00708
Caxias do Sul,0.35162
Centenário,0.00134
Cerrito,0.00179
Cerro Branco,0.001
Cerro Grande,0.00083
Cerro Grande do Sul,0.00225
Cerro Largo,0.00884
Chapada,0.00823
Charqueadas,0.01927
Charrua,0.00166
Chiapetta,0.00431
Chuí,0.00411
Chuvisca,0.00144
Cidreira,0.00402
Ciríaco,0.00293
Colinas,0.00097
Colorado,0.00375
Condor,0.00693
Constantina,0.0048
Coqueiro Baixo,0.00058
Coqueiros do Sul,0.00211
Coronel Barros,0.00251
Coronel Bicaco,0.00572
Coronel Pilar,0.00054
Cotiporã,0.00186
Coxilha,0.00469
Crissiumal,0.00565
Cristal,0.00343
Cristal do Sul,0.00105
Cruz Alta,0.05115
Cruzaltense,0.00161
Cruzeiro do Sul,0.00591
David Canabarro,0.00255
Derrubadas,0.00165
Dezesseis de Novembro,0.00063
Dilermando de Aguiar,0.00297
Dois Irmãos,0.02428
Dois Irmãos das Missões,0.00221
Dois Lajeados,0.00192
Dom Feliciano,0.00396
Dom Pedro de Alcântara,0.00073
Dom Pedrito,0.02453
Dona Francisca,0.00118
Doutor Maurício Cardoso,0.00289
Doutor Ricardo,0.00088
Eldorado do Sul,0.02353
Encantado,0.01296
Encruzilhada do Sul,0.01199
Engenho Velho,0.00081
Entre-Ijuís,0.00763
Entre Rios do Sul,0.0023
Erebango,0.002
Erechim,0.07637
Ernestina,0.00295
Herval,0.00281
Erval Grande,0.00167
Erval Seco,0.00393
Esmeralda,0.00436
Esperança do Sul,0.0013
Espumoso,0.01235
Estação,0.00389
Estância Velha,0.02081
Esteio,0.04161
Estrela,0.02409
Estrela Velha,0.00219
Eugênio de Castro,0.0045
Fagundes Varela,0.0022
Farroupilha,0.04881
Faxinal do Soturno,0.003
Faxinalzinho,0.00114
Fazenda Vilanova,0.00156
Feliz,0.00654
Flores da Cunha,0.02816
Floriano Peixoto,0.00114
Fontoura Xavier,0.00252
Formigueiro,0.00336
Forquetinha,0.00065
Fortaleza dos Valos,0.00627
Frederico Westphalen,0.01587
Garibaldi,0.03327
Garruchos,0.00223
Gaurama,0.00314
General Câmara,0.00307
Gentil,0.00212
Getúlio Vargas,0.00881
Giruá,0.01335
Glorinha,0.00513
Gramado,0.02949
Gramado dos Loureiros,0.00105
Gramado Xavier,0.00121
Gravataí,0.11386
Guabiju,0.00147
Guaíba,0.09193
Guaporé,0.01275
Guarani das Missões,0.00402
Harmonia,0.00272
Herveiras,0.00079
Horizontina,0.02894
Hulha Negra,0.00349
Humaitá,0.00254
Ibarama,0.00125
Ibiaçá,0.00408
Ibiraiaras,0.00444
Ibirapuitã,0.00237
Ibirubá,0.01911
Igrejinha,0.02096
Ijuí,0.05759
Ilópolis,0.00156
Imbé,0.00696
Imigrante,0.00576
Independência,0.00548
Inhacorá,0.00123
Ipê,0.00331
Ipiranga do Sul,0.00197
Iraí,0.00282
Itaara,0.00318
Itacurubi,0.00273
Itapuca,0.00105
Itaqui,0.02427
Itati,0.00096
Itatiba do Sul,0.00091
Ivorá,0.0008
Ivoti,0.0131
Jaboticaba,0.00152
Jacuizinho,0.00249
Jacutinga,0.00258
Jaguarão,0.01176
Jaguari,0.00419
Jaquirana,0.00104
Jari,0.0052
Jóia,0.01082
Júlio de Castilhos,0.02136
Lagoa Bonita do Sul,0.00076
Lagoão,0.00172
Lagoa dos Três Cantos,0.00174
Lagoa Vermelha,0.01679
Lajeado,0.0621
Lajeado do Bugre,0.00083
Lavras do Sul,0.00552
Liberato Salzano,0.00191
Lindolfo Collor,0.00406
Linha Nova,0.00073
Machadinho,0.00303
Maçambará,0.00646
Mampituba,0.00078
Manoel Viana,0.00607
Maquiné,0.00211
Maratá,0.0009
Marau,0.03395
Marcelino Ramos,0.00186
Mariana Pimentel,0.00116
Mariano Moro,0.00081
Marques de Souza,0.00138
Mata,0.00188
Mato Castelhano,0.00187
Mato Leitão,0.002
Mato Queimado,0.00098
Maximiliano de Almeida,0.00179
Minas do Leão,0.0031
Miraguaí,0.00211
Montauri,0.00109
Monte Alegre dos Campos,0.00122
Monte Belo do Sul,0.00105
Montenegro,0.06383
Mormaço,0.0017
Morrinhos do Sul,0.0009
Morro Redondo,0.00147
Morro Reuter,0.00304
Mostardas,0.00714
Muçum,0.00335
Muitos Capões,0.01245
Muliterno,0.00102
Não-Me-Toque,0.0245
Nicolau Vergueiro,0.00162
Nonoai,0.00583
Nova Alvorada,0.00263
Nova Araçá,0.00363
Nova Bassano,0.0089
Nova Boa Vista,0.00161
Nova Bréscia,0.00157
Nova Candelária,0.00255
Nova Esperança do Sul,0.00191
Nova Hartz,0.00894
Nova Pádua,0.00111
Nova Palma,0.00425
Nova Petrópolis,0.01079
Nova Prata,0.0192
Nova Ramada,0.00338
Nova Roma do Sul,0.00188
Nova Santa Rita,0.0276
Novo Cabrais,0.00148
Novo Hamburgo,0.11138
Novo Machado,0.00207
Novo Tiradentes,0.00083
Novo Xingu,0.00083
Novo Barreiro,0.0015
Osório,0.02018
Paim Filho,0.00186
Palmares do Sul,0.00816
Palmeira das Missões,0.02458
Palmitinho,0.00301
Panambi,0.03515
Pantano Grande,0.00592
Paraí,0.00471
Paraíso do Sul,0.0023
Pareci Novo,0.00151
Parobé,0.01543
Passa Sete,0.00148
Passo do Sobrado,0.00255
Passo Fundo,0.13929
Paulo Bento,0.00217
Paverama,0.00269
Pedras Altas,0.00429
Pedro Osório,0.003
Pejuçara,0.00515
Pelotas,0.1196
Picada Café,0.00429
Pinhal,0.00137
Pinhal da Serra,0.00338
Pinhal Grande,0.01034
Pinheirinho do Vale,0.00146
Pinheiro Machado,0.00441
Pinto Bandeira,0.00082
Pirapó,0.00105
Piratini,0.00977
Planalto,0.0028
Poço das Antas,0.00146
Pontão,0.00448
Ponte Preta,0.00107
Portão,0.01845
Porto Alegre,0.90503
Porto Lucena,0.00151
Porto Mauá,0.00099
Porto Vera Cruz,0.0005
Porto Xavier,0.00234
Pouso Novo,0.00068
Presidente Lucena,0.00237
Progresso,0.00185
Protásio Alves,0.00103
Putinga,0.00148
Quaraí,0.00694
Quatro Irmãos,0.00206
Quevedos,0.00332
Quinze de Novembro,0.00283
Redentora,0.00258
Relvado,0.00092
Restinga Sêca,0.00747
Rio dos Índios,0.00151
Rio Grande,0.14738
Rio Pardo,0.01543
Riozinho,0.00173
Roca Sales,0.00639
Rodeio Bonito,0.0031
Rolador,0.0018
Rolante,0.00812
Ronda Alta,0.00523
Rondinha,0.00298
Roque Gonzales,0.00485
Rosário do Sul,0.01533
Sagrada Família,0.00092
Saldanha Marinho,0.00282
Salto do Jacuí,0.01346
Salvador das Missões,0.00198
Salvador do Sul,0.00375
Sananduva,0.00936
Santa Bárbara do Sul,0.01482
Santa Cecília do Sul,0.0016
Santa Clara do Sul,0.00376
Santa Cruz do Sul,0.10891
Santa Maria,0.1061
Santa Maria do Herval,0.0031
Santa Margarida do Sul,0.00401
Santana da Boa Vista,0.00405
Sant'Ana do Livramento,0.03133
Santa Rosa,0.04141
Santa Tereza,0.00055
Santa Vitória do Palmar,0.01948
Santiago,0.02243
Santo Ângelo,0.03529
Santo Antônio do Palma,0.00133
Santo Antônio da Patrulha,0.01865
Santo Antônio das Missões,0.00748
Santo Antônio do Planalto,0.0021
Santo Augusto,0.00941
Santo Cristo,0.0087
Santo Expedito do Sul,0.00143
São Borja,0.02853
São Domingos do Sul,0.00137
São Francisco de Assis,0.00892
São Francisco de Paula,0.01139
São Gabriel,0.03022
São Jerônimo,0.0074
São João da Urtiga,0.00204
São João do Polêsine,0.00116
São Jorge,0.00148
São José das Missões,0.00104
São José do Herval,0.00066
São José do Hortêncio,0.00131
São José do Inhacorá,0.00204
São José do Norte,0.0088
São José do Ouro,0.00514
São José do Sul,0.00104
São José dos Ausentes,0.00173
São Leopoldo,0.12045
São Lourenço do Sul,0.01888
São Luiz Gonzaga,0.02112
São Marcos,0.01271
São Martinho,0.00393
São Martinho da Serra,0.00373
São Miguel das Missões,0.00963
São Nicolau,0.00253
São Paulo das Missões,0.00223
São Pedro da Serra,0.00126
São Pedro das Missões,0.00127
São Pedro do Butiá,0.00179
São Pedro do Sul,0.00591
São Sebastião do Caí,0.00998
São Sepé,0.01477
São Valentim,0.0015
São Valentim do Sul,0.00106
São Valério do Sul,0.001
São Vendelino,0.00106
São Vicente do Sul,0.00811
Sapiranga,0.04012
Sapucaia do Sul,0.04665
Sarandi,0.01442
Seberi,0.00685
Sede Nova,0.00175
Segredo,0.00181
Selbach,0.00416
Senador Salgado Filho,0.00165
Sentinela do Sul,0.00151
Serafina Corrêa,0.00868
Sério,0.00066
Sertão,0.00593
Sertão Santana,0.00349
Sete de Setembro,0.00117
Severiano de Almeida,0.00166
Silveira Martins,0.00096
Sinimbu,0.00237
Sobradinho,0.00487
Soledade,0.01559
Tabaí,0.00158
Tapejara,0.01825
Tapera,0.0071
Tapes,0.0067
Taquara,0.01741
Taquari,0.01214
Taquaruçu do Sul,0.0021
Tavares,0.00138
Tenente Portela,0.00643
Terra de Areia,0.00323
Teutônia,0.01749
Tio Hugo,0.00194
Tiradentes do Sul,0.00218
Toropi,0.00112
Torres,0.01534
Tramandaí,0.0137
Travesseiro,0.00087
Três Arroios,0.00157
Três Cachoeiras,0.00342
Três Coroas,0.00893
Três de Maio,0.01502
Três Forquilhas,0.00071
Três Palmeiras,0.00198
Três Passos,0.01146
Trindade do Sul,0.0039
Triunfo,0.14405
Tucunduva,0.00288
Tunas,0.00134
Tupanci do Sul,0.00105
Tupanciretã,0.02277
Tupandi,0.00592
Tuparendi,0.00426
Turuçu,0.00182
Ubiretama,0.00123
União da Serra,0.00101
Unistalda,0.00165
Uruguaiana,0.04125
Vacaria,0.03601
Vale Verde,0.00145
Vale do Sol,0.00303
Vale Real,0.0022
Vanini,0.00105
Venâncio Aires,0.04141
Vera Cruz,0.00917
Veranópolis,0.01929
Vespasiano Corrêa,0.00133
Viadutos,0.00227
Viamão,0.0481
Vicente Dutra,0.0014
Victor Graeff,0.00328
Vila Flores,0.0033
Vila Lângaro,0.00187
Vila Maria,0.00432
Vila Nova do Sul,0.00217
Vista Alegre,0.00152
Vista Alegre do Prata,0.00095
Vista Gaúcha,0.00115
Vitória das Missões,0.00177
Westfália,0.00294
Xangri-lá,0.00814
Água Clara,0.01371
Alcinópolis,0.00264
Amambai,0.0196
Anastácio,0.00773
Anaurilândia,0.00463
Angélica,0.01315
Antônio João,0.00807
Aparecida do Taboado,0.01547
Aquidauana,0.01337
Aral Moreira,0.01134
Bandeirantes,0.00842
Bataguassu,0.01164
Batayporã,0.00669
Bela Vista,0.01084
Bodoquena,0.00391
Bonito,0.01336
Brasilândia,0.00956
Caarapó,0.02328
Camapuã,0.00707
Campo Grande,0.38538
Caracol,0.00199
Cassilândia,0.00869
Chapadão do Sul,0.02697
Corguinho,0.00167
Coronel Sapucaia,0.00393
Corumbá,0.04336
Costa Rica,0.02327
Coxim,0.0124
Deodápolis,0.00549
Dois Irmãos do Buriti,0.00369
Douradina,0.00223
Dourados,0.13976
Eldorado,0.00619
Fátima do Sul,0.0072
Figueirão,0.00159
Glória de Dourados,0.0034
Guia Lopes da Laguna,0.00404
Iguatemi,0.009
Inocência,0.00451
Itaporã,0.01311
Itaquiraí,0.01382
Ivinhema,0.0191
Japorã,0.00186
Jaraguari,0.00419
Jardim,0.00917
Jateí,0.00531
Juti,0.00515
Ladário,0.00426
Laguna Carapã,0.01129
Maracaju,0.04492
Miranda,0.00734
Mundo Novo,0.00864
Naviraí,0.03344
Nioaque,0.00524
Nova Alvorada do Sul,0.02179
Nova Andradina,0.03423
Novo Horizonte do Sul,0.00312
Paraíso das Águas,0.01181
Paranaíba,0.01829
Paranhos,0.00327
Pedro Gomes,0.0031
Ponta Porã,0.05575
Porto Murtinho,0.00529
Ribas do Rio Pardo,0.02103
Rio Brilhante,0.0414
Rio Negro,0.00149
Rio Verde de Mato Grosso,0.00703
Rochedo,0.00311
Santa Rita do Pardo,0.00524
São Gabriel do Oeste,0.02476
Sete Quedas,0.00427
Selvíria,0.01912
Sidrolândia,0.03559
Sonora,0.00978
Tacuru,0.00355
Taquarussu,0.00202
Terenos,0.00845
Três Lagoas,0.1449
Vicentina,0.00349
Acorizal,0.00121
Água Boa,0.0222
Alta Floresta,0.02343
Alto Araguaia,0.01301
Alto Boa Vista,0.00293
Alto Garças,0.01329
Alto Paraguai,0.00185
Alto Taquari,0.01438
Apiacás,0.00259
Araguaiana,0.0014
Araguainha,0.00031
Araputanga,0.00727
Arenápolis,0.00258
Aripuanã,0.01605
Barão de Melgaço,0.00138
Barra do Bugres,0.01741
Barra do Garças,0.02849
Bom Jesus do Araguaia,0.00853
Brasnorte,0.02316
Cáceres,0.02513
Campinápolis,0.00485
Campo Novo do Parecis,0.07668
Campo Verde,0.0554
Campos de Júlio,0.03665
Canabrava do Norte,0.00296
Canarana,0.03253
Carlinda,0.00332
Castanheira,0.00239
Chapada dos Guimarães,0.01348
Cláudia,0.01186
Cocalinho,0.0033
Colíder,0.01409
Colniza,0.00942
Comodoro,0.01396
Confresa,0.01698
Conquista D'Oeste,0.00159
Cotriguaçu,0.00363
Cuiabá,0.33008
Curvelândia,0.00137
Denise,0.00588
Diamantino,0.06377
Dom Aquino,0.00747
Feliz Natal,0.01159
Figueirópolis D'Oeste,0.00093
Gaúcha do Norte,0.01432
General Carneiro,0.00535
Glória D'Oeste,0.00099
Guarantã do Norte,0.0122
Guiratinga,0.00807
Indiavaí,0.00115
Ipiranga do Norte,0.02136
Itanhangá,0.00801
Itaúba,0.00465
Itiquira,0.0238
Jaciara,0.01329
Jangada,0.00209
Jauru,0.00387
Juara,0.01515
Juína,0.01479
Juruena,0.00331
Juscimeira,0.00587
Lambari D'Oeste,0.00272
Lucas do Rio Verde,0.07647
Luciara,0.00046
Vila Bela da Santíssima Trindade,0.00709
Marcelândia,0.00749
Matupá,0.01424
Mirassol d'Oeste,0.00927
Nobres,0.01237
Nortelândia,0.00361
Nossa Senhora do Livramento,0.0043
Nova Bandeirantes,0.00381
Nova Nazaré,0.00156
Nova Lacerda,0.00494
Nova Santa Helena,0.0037
Nova Brasilândia,0.00121
Nova Canaã do Norte,0.01009
Nova Mutum,0.06699
Nova Olímpia,0.00812
Nova Ubiratã,0.03629
Nova Xavantina,0.01147
Novo Mundo,0.0054
Novo Horizonte do Norte,0.00113
Novo São Joaquim,0.00958
Paranaíta,0.00883
Paranatinga,0.0237
Novo Santo Antônio,0.00063
Pedra Preta,0.01749
Peixoto de Azevedo,0.01019
Planalto da Serra,0.00257
Poconé,0.00787
Pontal do Araguaia,0.00137
Ponte Branca,0.00035
Pontes e Lacerda,0.02703
Porto Alegre do Norte,0.00631
Porto dos Gaúchos,0.01463
Porto Esperidião,0.00342
Porto Estrela,0.00093
Poxoréu,0.01196
Primavera do Leste,0.07729
Querência,0.04726
São José dos Quatro Marcos,0.00498
Reserva do Cabaçal,0.00053
Ribeirão Cascalheira,0.0084
Ribeirãozinho,0.0021
Rio Branco,0.00119
Santa Carmem,0.01145
Santo Afonso,0.00179
São José do Povo,0.00065
São José do Rio Claro,0.01626
São José do Xingu,0.01037
São Pedro da Cipa,0.00077
Rondolândia,0.00127
Rondonópolis,0.19191
Rosário Oeste,0.00594
Santa Cruz do Xingu,0.00356
Salto do Céu,0.00105
Santa Rita do Trivelato,0.01372
Santa Terezinha,0.00334
Santo Antônio do Leste,0.01132
Santo Antônio de Leverger,0.00909
São Félix do Araguaia,0.01801
Sapezal,0.07744
Serra Nova Dourada,0.00083
Sinop,0.10679
Sorriso,0.13895
Tabaporã,0.01465
Tangará da Serra,0.06197
Tapurah,0.02228
Terra Nova do Norte,0.00557
Tesouro,0.00347
Torixoréu,0.00235
União do Sul,0.0056
Vale de São Domingos,0.00086
Várzea Grande,0.11004
Vera,0.01434
Vila Rica,0.00976
Nova Guarita,0.00186
Nova Marilândia,0.00469
Nova Maringá,0.01337
Nova Monte Verde,0.00407
Abadia de Goiás,0.00392
Abadiânia,0.00494
Acreúna,0.01167
Adelândia,0.00054
Água Fria de Goiás,0.00592
Água Limpa,0.00071
Águas Lindas de Goiás,0.02733
Alexânia,0.01252
Aloândia,0.00071
Alto Horizonte,0.01421
Alto Paraíso de Goiás,0.0033
Alvorada do Norte,0.00188
Amaralina,0.00121
Americano do Brasil,0.00101
Amorinópolis,0.00132
Anápolis,0.19738
Anhanguera,0.00024
Anicuns,0.00569
Aparecida de Goiânia,0.18841
Aparecida do Rio Doce,0.00122
Aporé,0.00439
Araçu,0.00082
Aragarças,0.00308
Aragoiânia,0.00193
Araguapaz,0.002
Arenópolis,0.00247
Aruanã,0.00324
Aurilândia,0.00091
Avelinópolis,0.00076
Baliza,0.00137
Barro Alto,0.01746
Bela Vista de Goiás,0.01643
Bom Jardim de Goiás,0.00286
Bom Jesus de Goiás,0.01364
Bonfinópolis,0.00134
Bonópolis,0.00174
Brazabrantes,0.00104
Britânia,0.0022
Buriti Alegre,0.00519
Buriti de Goiás,0.00063
Buritinópolis,0.00099
Cabeceiras,0.00528
Cachoeira Alta,0.00313
Cachoeira de Goiás,0.00043
Cachoeira Dourada,0.00077
Caçu,0.01004
Caiapônia,0.00912
Caldas Novas,0.0333
Caldazinha,0.00094
Campestre de Goiás,0.00081
Campinaçu,0.00123
Campinorte,0.0037
Campo Alegre de Goiás,0.0094
Campo Limpo de Goiás,0.00183
Campos Belos,0.0035
Campos Verdes,0.00063
Carmo do Rio Verde,0.00542
Castelândia,0.00102
Catalão,0.11003
Caturaí,0.00112
Cavalcante,0.00425
Ceres,0.00815
Cezarina,0.00427
Chapadão do Céu,0.02429
Cidade Ocidental,0.01116
Cocalzinho de Goiás,0.00484
Colinas do Sul,0.00078
Córrego do Ouro,0.00083
Corumbá de Goiás,0.00289
Corumbaíba,0.00787
Cristalina,0.05107
Cristianópolis,0.00133
Crixás,0.00776
Cromínia,0.0011
Cumari,0.00107
Damianópolis,0.0005
Damolândia,0.00058
Davinópolis,0.00647
Diorama,0.00107
Doverlândia,0.00445
Edealina,0.0045
Edéia,0.01025
Estrela do Norte,0.00083
Faina,0.00186
Fazenda Nova,0.00169
Firminópolis,0.00302
Flores de Goiás,0.00278
Formosa,0.03604
Formoso,0.00124
Gameleira de Goiás,0.00347
Divinópolis de Goiás,0.00102
Goianápolis,0.00327
Goiandira,0.00224
Goianésia,0.02095
Goiânia,0.66428
Goianira,0.01224
Goiás,0.00847
Goiatuba,0.02407
Gouvelândia,0.00188
Guapó,0.00386
Guaraíta,0.00058
Guarani de Goiás,0.00096
Guarinos,0.00071
Heitoraí,0.00093
Hidrolândia,0.01475
Hidrolina,0.00097
Iaciara,0.00251
Inaciolândia,0.00264
Indiara,0.00728
Inhumas,0.0156
Ipameri,0.02696
Ipiranga de Goiás,0.00078
Iporá,0.00972
Israelândia,0.00079
Itaberaí,0.02003
Itaguari,0.00109
Itaguaru,0.00115
Itajá,0.00146
Itapaci,0.00608
Itapirapuã,0.00247
Itapuranga,0.00614
Itarumã,0.0036
Itauçu,0.00243
Itumbiara,0.05908
Ivolândia,0.00155
Jandaia,0.00474
Jaraguá,0.01021
Jataí,0.08873
Jaupaci,0.00092
Jesúpolis,0.00044
Joviânia,0.0038
Jussara,0.00769
Lagoa Santa,0.00057
Leopoldo de Bulhões,0.00381
Luziânia,0.06031
Mairipotaba,0.00098
Mambaí,0.00119
Mara Rosa,0.00323
Marzagão,0.00076
Matrinchã,0.00189
Maurilândia,0.00275
Mimoso de Goiás,0.00275
Minaçu,0.01439
Mineiros,0.03649
Moiporá,0.00059
Monte Alegre de Goiás,0.00133
Montes Claros de Goiás,0.00553
Montividiu,0.0178
Montividiu do Norte,0.00121
Morrinhos,0.02061
Morro Agudo de Goiás,0.00061
Mossâmedes,0.00146
Mozarlândia,0.01137
Mundo Novo,0.00201
Mutunópolis,0.00096
Nazário,0.00307
Nerópolis,0.01133
Niquelândia,0.01433
Nova América,0.00054
Nova Aurora,0.00079
